,url,year,imdb_link,title,Based on,Starring,Cinematography,Release date,Country,Language,Director,Distributor,Editor(s),Composer(s),Producer(s),Production company(s),Writer(s),imdb_id,box_office,budget,release_date,running_time
0,https://en.wikipedia.org/wiki/The_Adventures_of_Ford_Fairlane,1990,https://www.imdb.com/title/tt0098987/,The Adventures of Ford Fairlane,"['Characters', 'by Rex Weiner']","['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley', 'Lauren Holly', 'Morris Day', 'Robert Englund', ""Ed O'Neill""]",Oliver Wood,"['July 11, 1990', '(', '1990-07-11', ')']",United States,English,Renny Harlin,20th Century Fox,Michael Tronick,"['Cliff Eidelman', 'Yello']","['Steve Perry', 'Joel Silver']",Silver Pictures,"['David Arnott', 'James Cappe']",tt0098987,21400000,20000000,1990-07-11,102
1,"https://en.wikipedia.org/wiki/After_Dark,_My_Sweet",1990,https://www.imdb.com/title/tt0098994/,"After Dark, My Sweet","['the novel', 'After Dark, My Sweet', 'by', 'Jim Thompson']","['Jason Patric', 'Rachel Ward', 'Bruce Dern', 'George Dickerson']",Mark Plummer,"['May 17, 1990', '(', '1990-05-17', ')', '(Cannes Film Market)', 'August 24, 1990', '(', '1990-08-24', ')', '(United States)']",United States,English,James Foley,Avenue Pictures,Howard E. Smith,Maurice Jarre,"['Ric Kidney', 'Robert Redlin']",Avenue Pictures,"['James Foley', 'Robert Redlin']",tt0098994,2700000,6000000,1990-05-17,114
2,https://en.wikipedia.org/wiki/Air_America_(film),1990,https://www.imdb.com/title/tt0099005/,Air America,"['Air America', 'by', 'Christopher Robbins']","['Mel Gibson', 'Robert Downey Jr.', 'Nancy Travis', 'David Marshall Grant', 'Lane Smith']",Roger Deakins,"['August 10, 1990', '(', '1990-08-10', ')']",United States,"['English', 'Lao']",Roger Spottiswoode,TriStar Pictures,"['John Bloom', 'Lois Freeman-Fox']",Charles Gross,Daniel Melnick,"['Carolco Pictures', 'IndieProd Company']","['John Eskow', 'Richard Rush']",tt0099005,57718089,35000000,1990-08-10,113
3,https://en.wikipedia.org/wiki/Alice_(1990_film),1990,https://www.imdb.com/title/tt0099012/,Alice,,"['Alec Baldwin', 'Blythe Danner', 'Judy Davis', 'Mia Farrow', 'William Hurt', 'Keye Luke', 'Joe Mantegna', 'Bernadette Peters']",Carlo Di Palma,"['December 25, 1990', '(', '1990-12-25', ')']",United States,English,Woody Allen,Orion Pictures,Susan E. Morse,,Robert Greenhut,,Woody Allen,tt0099012,7331647,12000000,1990-12-25,106
4,https://en.wikipedia.org/wiki/Almost_an_Angel,1990,https://www.imdb.com/title/tt0099018/,Almost an Angel,,"['Paul Hogan', 'Elias Koteas', 'Linda Kozlowski']",Russell Boyd,19-Dec-90,US,English,John Cornell,Paramount Pictures,David Stiven,Maurice Jarre,John Cornell,,Paul Hogan,tt0099018,6939946,25000000,1990-12-19,95
5,https://en.wikipedia.org/wiki/The_Ambulance,1990,https://www.imdb.com/title/tt0099026/,The Ambulance,,"['Eric Roberts', 'James Earl Jones', 'Red Buttons', 'Megan Gallagher']",Jacques Haitkin,"['March 22, 1990', '(', '1990-03-22', ')']",United States,English,Larry Cohen,Triumph Releasing Corporation,"['Claudia Finkle', 'Armond Leibowitz']",Jay Chattaway,"['Larry Cohen', 'Moctesuma Esparza', 'Robert Katz']",Epic Productions,Larry Cohen,tt0099026,,,1990-03-22,95
6,https://en.wikipedia.org/wiki/American_Dream_(film),1990,https://www.imdb.com/title/tt0099028/,American Dream,,,"['Tom Hurwitz', 'Mathieu Roberts', 'Nesya Shapiro']","['October 6, 1990', '(', '1990-10-06', ')', '(', 'New York Film Festival', ')']","['United States', 'United Kingdom']",English,"['Barbara Kopple', 'Co-directors:', 'Cathy Caplan', 'Thomas Haneke', 'Lawrence Silk']",Prestige Films,"['Cathy Caplan', 'Thomas Haneke', 'Lawrence Silk']",Michael Small,"['Arthur Cohn', 'Barbara Kopple']","['Cabin Creek', 'Catholic Communication Campaign', 'Channel 4 Films']",,tt0099028,,,1990-01-01,100
7,https://en.wikipedia.org/wiki/American_Ninja_4:_The_Annihilation,1990,https://www.imdb.com/title/tt0101326/,American Ninja 4: The Annihilation,,"['Michael Dudikoff', 'David Bradley', 'James Booth', 'Dwayne Alexandre']",,"['March 8, 1991', '(', '1991-03-08', ')']","['United States', 'Lesotho']",English,Cedric Sundstrom,Cannon Group,,,Ovidio G Assonitis,,David Geeves,tt0101326,,,1991-01-01,99
8,https://en.wikipedia.org/wiki/Andre%27s_Mother,1990,https://www.imdb.com/title/tt0099037/,Andre's Mother,,"['Richard Thomas', 'Sada Thompson', 'Sylvia Sidney']",Bobby Bukowski,"['March 7, 1990', '(', '1990-03-07', ')']",United States,English,Deborah Reinisch,Public Broadcasting Service,Jeffrey Wolf,Jonathan Sheffer,"['Sarah Green', 'Deborah Reinisch']",,Terrence McNally,tt0099037,,,1990-01-01,50
9,https://en.wikipedia.org/wiki/Angel_Town_(film),1990,https://www.imdb.com/title/tt0099039/,Angel Town,,"['Olivier Gruner', 'Theresa Saldana', 'Frank Aragon', 'Tony Valentino', 'Peter Kwong', 'Mike Moroff']",John LeBlanc,"['February 23, 1990 (', 'USA', ')']",United States,English,Eric Karson,Imperial Entertainment,Duane Hartzell,Terry Plumeri,"['Ash R. Shah', 'Eric Karson']",,S. Warren,tt0099039,855810,,1990-02-23,102
10,https://en.wikipedia.org/wiki/Another_48_Hrs.,1990,https://www.imdb.com/title/tt0099044/,Another 48 Hrs.,"['Characters by', 'Roger Spottiswoode', 'Walter Hill', 'Larry Gross', 'Steven E. de Souza']","['Eddie Murphy', 'Nick Nolte', 'Brion James', ""Ed O'Ross"", 'Andrew Divoff']",Matthew F. Leonetti,"['June 8, 1990', '(', '1990-06-08', ')']",United States,English,Walter Hill,Paramount Pictures,"['Donn Aron', 'Carmel Davies', 'Freeman A. Davies', 'Tim Ryder']",James Horner,"['Lawrence Gordon', 'Robert D. Wachs']",Eddie Murphy Productions,Fred Braughton,tt0099044,195300000,50000000,1990-01-01,93
11,https://en.wikipedia.org/wiki/Arachnophobia_(film),1990,https://www.imdb.com/title/tt0099052/,Arachnophobia,,"['Jeff Daniels', 'Julian Sands', 'Harley Jane Kozak', 'John Goodman']",Mikael Salomon,"['July 18, 1990', '(', '1990-07-18', ')']",United States,English,Frank Marshall,Buena Vista Pictures,Michael Kahn,Trevor Jones,"['Kathleen Kennedy', 'Richard Vane']","['Hollywood Pictures', 'Amblin Entertainment', 'Tangled Web Productions']","['Don Jakoby', 'Al Williams']",tt0099052,53200000,22000000,1990-07-18,110
12,https://en.wikipedia.org/wiki/Avalon_(1990_film),1990,https://www.imdb.com/title/tt0099073/,Avalon,,"['Armin Mueller-Stahl', 'Elizabeth Perkins', 'Joan Plowright', 'Aidan Quinn']",Allen Daviau,"['October 5, 1990', '(', '1990-10-05', ')', '(United States)']",United States,English,Barry Levinson,"['TriStar Pictures', '(United States)', 'Columbia Pictures', '(United Kingdom)', '[1]']",Stu Linder,Randy Newman,"['Mark Johnson', 'Barry Levinson']",Baltimore Pictures,Barry Levinson,tt0099073,15700000,,1990-01-01,126
13,https://en.wikipedia.org/wiki/Awakenings,1990,https://www.imdb.com/title/tt0099077/,Awakenings,"['Awakenings', 'by', 'Oliver Sacks']","['Robert De Niro', 'Robin Williams', 'John Heard', 'Julie Kavner', 'Penelope Ann Miller', 'Max von Sydow']",Miroslav Ondricek,"['December 20, 1990 (limited U.S.)', 'January 11, 1991 (wide U.S.)']",United States,English,Penny Marshall,Columbia Pictures,"['Battle Davis', 'Jerry Greenberg']",Randy Newman,"['Walter F. Parkes', 'Lawrence Lasker']",Lasker/Parkes Productions,Steven Zaillian,tt0099077,52100000,29000000,1990-12-20,121
14,https://en.wikipedia.org/wiki/Back_to_the_Future_Part_III,1990,https://www.imdb.com/title/tt0099088/,Back to the Future Part III,,"['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson', 'Lea Thompson']",Dean Cundey,"['May 25, 1990', '(', '1990-05-25', ')']",United States,English,Robert Zemeckis,Universal Pictures,"['Harry Keramidas', 'Arthur Schmidt']",Alan Silvestri,"['Neil Canton', 'Bob Gale']","['Amblin Entertainment', '[1]', 'Universal Pictures', '[1]']","['Robert Zemeckis', 'Bob Gale']",tt0099088,244500000,40000000,1990-05-25,118
15,https://en.wikipedia.org/wiki/Bad_Influence_(film),1990,https://www.imdb.com/title/tt0099091/,Bad Influence,,"['Rob Lowe', 'James Spader']",Robert Elswit,09-Mar-90,United States,English,Curtis Hanson,Triumph Releasing Corporation,Bonnie Koehler,Trevor Jones,Steve Tisch,Epic Productions,David Koepp,tt0099091,12626043,7000000,1990-01-01,99
16,https://en.wikipedia.org/wiki/Basket_Case_2,1990,https://www.imdb.com/title/tt0099108/,Basket Case 2,,Kevin Van Hentenryck,Robert M. Baldwin,"['March 2, 1990', '(', '1990-03-02', ')']",,English,Frank Henenlotter,Shapiro Glickenhaus Entertainment,Kevin Tent,Joe Renzetti,Edgar Ievins,,Frank Henenlotter,tt0099108,,2500000,1990-01-01,90
17,https://en.wikipedia.org/wiki/Betsy%27s_Wedding,1990,https://www.imdb.com/title/tt0099128/,Betsy's Wedding,,"['Alan Alda', 'Joey Bishop', 'Madeline Kahn', ""Catherine O'Hara"", 'Joe Pesci', 'Ally Sheedy', 'Burt Young', 'Molly Ringwald']",Kelvin Pike,"['June 22, 1990', '(', '1990-06-22', ')']",United States,English,Alan Alda,Buena Vista Pictures,Michael E. Polakow,Bruce Broughton,"['Martin Bregman', 'Louis A. Stroller']",Touchstone Pictures,Alan Alda,tt0099128,19740070,,1990-06-22,94
18,https://en.wikipedia.org/wiki/Bird_on_a_Wire_(film),1990,https://www.imdb.com/title/tt0099141/,Bird on a Wire,,"['Mel Gibson', 'Goldie Hawn', 'David Carradine', 'Bill Duke']",Robert Primes,"['May 18, 1990', '(', '1990-05-18', ')']",United States,English,John Badham,Universal Pictures,"['Frank Morriss', 'Dallas Puett']",Hans Zimmer,Rob Cohen,"['Interscope Communications', 'The Badham/Cohen Group']","['Louis Venosta', 'David Seltzer']",tt0099141,138697012,20000000,1990-05-18,110
19,https://en.wikipedia.org/wiki/Blind_Faith_(1990_film),1990,https://www.imdb.com/title/tt0099148/,Blind Faith,"['Blind Faith', 'by', 'Joe McGinniss']","['Robert Urich', 'Joanna Kerns', 'David Barry Gray', 'Jay Underwood', 'Johnny Galecki']",Chuck Arnold,11-Feb-90,United States,,Paul Wendkos,,"['Christopher Cooke', 'James Galloway']",Laurence Rosenthal,"['Susan Baerwald (executive producer)', 'Dan Wigutow (executive producer)', 'Daniel Franklin (co-producer)']",NBC Productions,Joe McGinniss,tt0099148,,,1990-02-11,190
20,https://en.wikipedia.org/wiki/Bloodfist_II,1990,https://www.imdb.com/title/tt0099155/,Bloodfist II,,"['Don Wilson', 'Maurice Smith', 'James Warring', 'Timothy Baker', 'Richard Hill']",Bruce Dorfman,"['October 12, 1990', '(', '1990-10-12', ')']",United States,English,Andy Blumenthal,,Karen D. Joseph,Nigel Holton,"['New Horizons', 'Concorde Pictures', '(', 'Roger Corman', 'Catherine Cyran', 'Cirio H. Santiago', ')']",,Catherine Cyran,tt0099155,1292323,,1990-10-12,85
21,https://en.wikipedia.org/wiki/Blue_Steel_(1990_film),1990,https://www.imdb.com/title/tt0099160/,Blue Steel,,"['Jamie Lee Curtis', 'Ron Silver', 'Clancy Brown', 'Elizabeth Peña', 'Louise Fletcher']",Amir Mokri,"['January 1990', '(', '1990-01', ')', '(', 'Sundance Film Festival', ')', 'March 16, 1990', '(', '1990-03-16', ')']",United States,English,Kathryn Bigelow,Metro-Goldwyn-Mayer,Lee Percy,Brad Fiedel,"['Edward R. Pressman', 'Oliver Stone', 'Lawrence Kasanoff']","['Lightning Pictures', 'Mack-Taylor Productions', 'Precision Films']","['Kathryn Bigelow', 'Eric Red', '[1]']",tt0099160,8200000,,1990-01-01,102
22,https://en.wikipedia.org/wiki/The_Bonfire_of_the_Vanities_(film),1990,https://www.imdb.com/title/tt0099165/,The Bonfire of the Vanities,"['The Bonfire of the Vanities', 'by', 'Tom Wolfe']","['Tom Hanks', 'Bruce Willis', 'Melanie Griffith', 'Morgan Freeman']",Vilmos Zsigmond,"['December 21, 1990', '(', '1990-12-21', ')']",United States,English,Brian De Palma,Warner Bros.,"['Bill Pankow', 'David Ray']",Dave Grusin,Brian De Palma,,Michael Cristofer,tt0099165,15600000,47000000,1990-12-21,126
23,https://en.wikipedia.org/wiki/Bride_of_Re-Animator,1990,https://www.imdb.com/title/tt0099180/,Bride of Re-Animator,"['Characters', 'by', 'H. P. Lovecraft']","['Jeffrey Combs', 'Bruce Abbott', 'Fabiana Udenio', 'Kathleen Kinmont']",Rick Fichter,"['September 8, 1990', '(', '1990-09-08', ')', '(', 'TIFF', ')', 'February 22, 1991', '(', '1991-02-22', ')']",United States,English,Brian Yuzna,50th Street Films,Peter Teschner,Richard Band,Brian Yuzna,Wild Street Pictures,"['Rick Fry', 'Woody Keith', 'Brian Yuzna']",tt0099180,,,1990-01-01,96
24,https://en.wikipedia.org/wiki/Cadence_(film),1990,https://www.imdb.com/title/tt0101531/,Cadence,,"['Charlie Sheen', 'Martin Sheen', 'Laurence Fishburne', 'Michael Beach', 'Ramon Estevez']",Richard Leiterman,"['1990', '(', '1990', ')', '(Deauville Film Festival)', 'January 18, 1990', '(', '1990-01-18', ')', '(U.S.)']",United States,English,Martin Sheen,"['New Line Cinema', 'Republic Pictures']",Martin Hunter,Georges Delerue,"['Timothy Gamble', 'Frank Giustra', 'Peter E. Strauss']",,Dennis Shryack,tt0101531,2070871,,1990-01-01,97
25,https://en.wikipedia.org/wiki/Cadillac_Man,1990,https://www.imdb.com/title/tt0099204/,Cadillac Man,,"['Robin Williams', 'Tim Robbins', 'Pamela Reed', 'Fran Drescher']",David Gribble,"['May 18, 1990', '(', '1990-05-18', ')']",United States,English,Roger Donaldson,Orion Pictures,Richard Francis-Bruce,J. Peter Robinson,"['Roger Donaldson', 'Charles Roven']",,Ken Friedman,tt0099204,27600000,15000000,1990-05-18,97
26,https://en.wikipedia.org/wiki/Camp_Cucamonga,1990,https://www.imdb.com/title/tt0099212/,Camp Cucamonga,,"['John Ratzenberger', 'Brian Robbins', 'Jennifer Aniston', 'Chad Allen', 'Candace Cameron', 'Danica McKellar', 'Josh Saviano', 'Tasha Scott', 'Jaleel White', 'Johnny Galecki', 'Dorothy Lyman', 'Richard Herd', 'Sherman Hemsley', 'G. Gordon Liddy']",Peter Smokler,23-Sep-90,United States,,Roger Duchowny,NBC,Larry Harris,Michael Cruz,"['Scott Maitland (co-producer)', 'Bennett Tramer (supervising producer)']","['NBC Productions', 'Richmel Productions']","['Bennett Tramer (Story & teleplay)', 'Rich Melcombe', '(Story)']",tt0099212,,,1990-09-23,93
27,https://en.wikipedia.org/wiki/Captain_America_(1990_film),1990,https://www.imdb.com/title/tt0103923/,Captain America,"['Captain America', 'by', 'Joe Simon', 'Jack Kirby']","['Matt Salinger', 'Ronny Cox', 'Scott Paulin', 'Ned Beatty', 'Darren McGavin', 'Francesca Neri', 'Michael Nouri']",Philip Alan Waters,"['December 14, 1990', '(', '1990-12-14', ')', '(United Kingdom)', 'July 22, 1992', '(', '1992-07-22', ')', '(United States)']","['Yugoslavia', 'United States']",English,Albert Pyun,"['20/20 Vision', '(UK VHS)', 'Columbia Tristar Home Video', '(US VHS)', 'Metro-Goldwyn-Mayer', '(Current)']",Jon Poll,Barry Goldberg,"['Joseph Calamari', 'Menahem Golan', 'Tom Karnowski', 'Stan Lee']","['Marvel Entertainment Group', 'Jadran Film', '21st Century Film Corporation']","['Stephen Tolkin', 'Lawrence Block']",tt0103923,10173,10000000,1990-12-14,97
28,https://en.wikipedia.org/wiki/Cartoon_All-Stars_to_the_Rescue,1990,https://www.imdb.com/title/tt0154129/,Cartoon All-Stars to the Rescue,,,,"['April 21, 1990', '(', '1990-04-21', ')', '(USA)', 'June 22, 1990', '(', '1990-06-22', ')', '(UK)']",United States,,"['Milton Gray', 'Marsh Lamore', 'Bob Shellhorn', 'Mike Svayko', 'Karen Peterson', '(supervising)']","[""McDonald's"", '(sponsorship)', ""Ronald McDonald Children's Charities"", '(sponsorship)', ""Chuck E. Cheese's"", '(sponsorship)', 'Buena Vista Home Video', '(VHS)']",Jay Bixsen,"['Richard Kosinski', 'Sam Winans', 'Paul Buckmaster', 'Bill Reichenbach', 'Bob Mann', 'Guy Moon', 'Alan Menken']",Buzz Potamkin,"['Southern Star Productions', 'Wang Film Productions', '(animation)']","['Duane Poole', 'Tom Swale']",tt0154129,,,1990-04-21,32
29,https://en.wikipedia.org/wiki/Catchfire,1990,https://www.imdb.com/title/tt0096875/,Catchfire,,"['Jodie Foster', 'Dennis Hopper', 'Fred Ward', 'Vincent Price']",Edward Lachman,"['April 3, 1990', '(', '1990-04-03', ')']",United States,English,"['Dennis Hopper', '(as', 'Alan Smithee', ')']",Vestron Pictures,David Rawlins,Curt Sobel,Dick Clark,,"['Rachel Kronstadt Mann', 'Ann Louise Bardach', 'Alex Cox', 'Tod Davies']",tt0096875,5000000,10000000,1990-01-01,98
30,https://en.wikipedia.org/wiki/Challenger_(1990_film),1990,https://www.imdb.com/title/tt0099237/,Challenger,,"['Karen Allen', 'Barry Bostwick', 'Richard Jenkins', 'Joe Morton', 'Keone Young', 'Brian Kerwin', 'Julie Fulton', 'Kale Browne', 'Kristin Bond', 'Angela Bassett']",,"['February 25, 1990', '(', '1990-02-25', ')']",United States,,Ben Jordan,,,David E. Cole,"['George Englund', 'Courtney Pledger', 'Debbie Robins']",,George Englund,tt0099237,,,1990-02-25,
31,https://en.wikipedia.org/wiki/Checkered_Flag_(film),1990,https://www.imdb.com/title/tt0099245/,Checkered Flag,,,,"['1990', '(', '1990', ')', '[1]']",,English,"['John Glen', 'Michael Levine']",New World International,,,James Margellos,,"['Clayton Frohman', 'E.F. Wallengren', 'Jason Brett']",tt0099245,,,1990-01-01,95
32,https://en.wikipedia.org/wiki/Child_in_the_Night,1990,https://www.imdb.com/title/tt0099252/,Child in the Night,,"['JoBeth Williams', 'Tom Skerritt', 'Elijah Wood', 'Darren McGavin', 'Season Hubley']",Gerald Hirschfeld,01-May-90,United States,,Mike Robe,CBS,Benjamin A. Weissman,Mark Snow,"['Ian Martin', 'John Perrin Flynn (co-producer)', 'Benjamin A. Weissman (co-producer)']","['Allied Communications', 'Jayhawk Productions', 'Mike Robe Productions']",Michael Petryni,tt0099252,,,1990-01-01,98
33,https://en.wikipedia.org/wiki/Child%27s_Play_2,1990,https://www.imdb.com/title/tt0099253/,Child's Play 2,"['Characters', 'by Don Mancini']","['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham', 'Christine Elise', 'Grace Zabriskie']",Stefan Czapsky,"['November 9, 1990', '(', '1990-11-09', ')']",United States,English,John Lafia,Universal Pictures,Edward Warschilka,Graeme Revell,David Kirschner,Living Doll Productions,Don Mancini,tt0099253,35800000,13000000,1990-01-01,84
34,https://en.wikipedia.org/wiki/China_Cry,1990,https://www.imdb.com/title/tt0101578/,China Cry,"['China Cry', 'by', 'Nora Lam', '& Irene Burk Harrell']","['Julia Nickson-Soul', 'France Nuyen', 'James Shigeta']",David Worth,"['November 2, 1990', '(', '1990-11-02', ')', '(USA)']",USA,English,James F. Collier,Penland Productions,Duane Hartzell & Ruby Yang,"['Joel Hirschhorn', '&', 'Al Kasha']",Don L. Parker,"Parakletus, TBN Films",James F. Collier,tt0101578,4212828,,1990-01-01,101
35,https://en.wikipedia.org/wiki/The_China_Lake_Murders,1990,https://www.imdb.com/title/tt0099259/,The China Lake Murders,,"['Isaac Allan', 'Tom Skerritt', 'Michael Parks']",Geoffrey Schaaf,"['January 31, 1990', '(', '1990-01-31', ')']",United States,,Alan Metzger,Fox Broadcasting Company,Sidney Wolinsky,Dana Kaproff,"['William Beaudine Jr.', 'Beth Tate (co-producer)']","['MCA Television Entertainment', 'Papazian-Hirsch Entertainment International']",N.D. Schreiner,tt0099259,,,1990-01-31,97
36,https://en.wikipedia.org/wiki/China_O%27Brien,1990,https://www.imdb.com/title/tt0099260/,China O'Brien,,"['Cynthia Rothrock', 'Richard Norton', 'Keith Cooke', 'Doug Wright', 'Nijel', 'Arturo Rivera']",Kent L. Wakeford,"['1988', '(', '1988', ')']",,English,Robert Clouse,"['Studio / Sterling', 'Golden Harvest', 'Media Asia Group']",Mark Harrah,"['David Wheatley', 'Paul Antonelli']","['Fred Weintraub', 'Sandra Weintraub']",,Sandra Weintraub,tt0099260,,,1988-01-01,86
37,https://en.wikipedia.org/wiki/Class_of_1999,1990,https://www.imdb.com/title/tt0099277/,Class of 1999,,"['Bradley Gregg', 'Traci Lind', 'John P. Ryan', 'Pam Grier', 'Joshua Miller', 'Stacy Keach', 'Malcolm McDowell']",Mark Irwin,11-May-90,United States,English,Mark L. Lester,Lightning Pictures,Scott Conrad,Michael Hoenig,Mark L. Lester,,Mark L. Lester,tt0099277,2400000,5200000,1990-05-11,99
38,https://en.wikipedia.org/wiki/Coins_in_the_Fountain,1990,https://www.imdb.com/title/tt0099284/,Coins in the Fountain,,"['Loni Anderson', 'Stepfanie Kramer', 'Shanna Reed', 'Carl Weintraub', 'Stuart Wilson', 'Anthony Newley']",,"['September 28, 1990', '(', '1990-09-28', ')']",,,Tony Wharmby,,J. Benjamin Chulay,Nan Schwartz,Joseph B. Wallenstein,,Lindsay Harrison,tt0099284,,,1990-09-28,97
39,https://en.wikipedia.org/wiki/Come_See_the_Paradise,1990,https://www.imdb.com/title/tt0099291/,Come See the Paradise,,"['Dennis Quaid', 'Tamlyn Tomita', 'Sab Shimono', 'Shizuko Hoshi']",Michael Seresin,"['December 23, 1990', '(', '1990-12-23', ')']",United States,English,Alan Parker,20th Century Fox,Gerry Hambling,Randy Edelman,"['Robert F. Colesberry', 'Nellie Nugiel']",,Alan Parker,tt0099291,947306,17500000,1990-12-23,138
40,https://en.wikipedia.org/wiki/Coupe_de_Ville_(film),1990,https://www.imdb.com/title/tt0099310/,Coupe de Ville,,"['Patrick Dempsey', 'Arye Gross', 'Daniel Stern', 'Annabeth Gish', 'Rita Taggart', 'Joseph Bologna', 'Alan Arkin']",Reynaldo Villalobos,"['March 9, 1990', '(', '1990-03-09', ')']",United States,English,Joe Roth,Universal Pictures,Paul Hirsch,James Newton Howard,"['James G. Robinson', 'Mike Binder']",Morgan Creek Productions,Mike Binder,tt0099310,715983,,1990-01-01,99
41,https://en.wikipedia.org/wiki/Crash_and_Burn_(1990_film),1990,https://www.imdb.com/title/tt0099313/,Crash and Burn,,"['Paul Ganus', 'Megan Ward', 'Jack McGee', 'Eva LaRue']",Mark Ahlberg,"['September 1990', '(', '1990-09', ')']",United States,English,Charles Band,Paramount Home Video,Ted Nicolaou,Richard Band,"['David DeCoteau', 'John Schouweiler']",Full Moon Entertainment,J. S. Cardone,tt0099313,,,1990-09-01,85
42,https://en.wikipedia.org/wiki/Crazy_People,1990,https://www.imdb.com/title/tt0099316/,Crazy People,,"['Dudley Moore', 'Daryl Hannah', 'Paul Reiser']",Victor J. Kemper,"['April 13, 1990', '(', '1990-04-13', ')', '(U.S.)']",United States,English,"['Tony Bill', 'Barry L. Young (commercials)']",Paramount Pictures,Mia Goldman,Cliff Eidelman,"['Thomas Brand', 'Robert K. Weiss']",,Mitch Markowitz,tt0099316,13236513,18000000,1990-04-13,91
43,https://en.wikipedia.org/wiki/Cry-Baby,1990,https://www.imdb.com/title/tt0099329/,Cry-Baby,,"['Johnny Depp', 'Amy Locane', 'Susan Tyrrell', 'Iggy Pop', 'Ricki Lake', 'Traci Lords', 'Polly Bergen']",David Insley,"['March 14, 1990', '(', '1990-03-14', ')', '(Baltimore)', 'April 6, 1990', '(', '1990-04-06', ')', '(United States)']",United States,English,John Waters,Universal Pictures,Janice Hampton,Patrick Williams,Rachel Talalay,Imagine Entertainment,John Waters,tt0099329,8300000,12000000,1990-03-14,85
44,https://en.wikipedia.org/wiki/Daddy%27s_Dyin%27:_Who%27s_Got_the_Will%3F,1990,https://www.imdb.com/title/tt0099342/,Daddy's Dyin' ...Who's Got the Will?,,"['Beau Bridges', ""Beverly D'Angelo"", 'Tess Harper', 'Judge Reinhold', 'Amy Wright', 'Patrika Darbo', 'Molly McClure', 'Keith Carradine']",Paul Elliott,"['May 4, 1990', '(', '1990-05-04', ')']",United States,English,Jack Fisk,"['MGM', '/', 'UA', 'Pictures Inc.']",Edward A. Warschilka,David McHugh,"['Steve Golin', 'Monty Montgomery']","['Metro-Goldwyn-Mayer', 'Propaganda Films']",Del Shores,tt0099342,1373728,4000000,1990-01-01,95
45,https://en.wikipedia.org/wiki/Dances_with_Wolves,1990,https://www.imdb.com/title/tt0099348/,Dances with Wolves,"['Dances with Wolves', 'by Michael Blake']","['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney Grant']",Dean Semler,"['October 19, 1990', '(', '1990-10-19', ')', '(', 'Uptown Theater', ')', 'November 9, 1990', '(', '1990-11-09', ')', '(United States)']",United States,"['English', 'Lakota', 'Pawnee']",Kevin Costner,Orion Pictures,Neil Travis,John Barry,"['Jim Wilson', 'Kevin Costner']",Tig Productions,Michael Blake,tt0099348,424200000,22000000,1990-10-19,181
46,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Moon_(1990_film),1990,https://www.imdb.com/title/tt0099364/,The Dark Side of the Moon,,"['Robert Sampson', 'Will Bledsoe', 'Joe Turkel', 'Camilla More', 'John Diehl', 'Wendy MacDonald', 'Alan Blumenfeld']",,"['1990', '(', '1990', ')']",United States,English,D.J. Webster,Trimark Pictures,,"['Philip Davies', 'Mark Ryder']","['Keith Walley', 'D.J. Webster']",,"['Carey Hayes', 'Chad Hayes']",tt0099364,,,1990-01-01,
47,https://en.wikipedia.org/wiki/Darkman,1990,https://www.imdb.com/title/tt0099365/,Darkman,,"['Liam Neeson', 'Frances McDormand', 'Colin Friels', 'Larry Drake']",Bill Pope,"['August 24, 1990', '(', '1990-08-24', ')']",United States,English,Sam Raimi,Universal Pictures,"['Bud S. Smith', 'David Stiven']",Danny Elfman,Robert Tapert,Renaissance Pictures,Sam Raimi,tt0099365,48800000,16000000,1990-08-24,95
48,https://en.wikipedia.org/wiki/Daughter_of_Darkness_(1990_film),1990,https://www.imdb.com/title/tt0099368/,Daughter of Darkness,,"['Anthony Perkins', 'Mia Sara', 'Robert Reynolds', 'Dezsõ Garas', 'Jack Coleman']",Iván Márk,"['January 26, 1990', '(', '1990-01-26', ')']",United States,,Stuart Gordon,"['CBS', 'King Features Entertainment']",Andy Horvitch,Colin Towns,Andras Hamori,"['Accent Entertainment Corporation', 'King Phoenix Entertainment']",Andrew Laskos,tt0099368,,,1990-01-26,93
49,https://en.wikipedia.org/wiki/Days_of_Thunder,1990,https://www.imdb.com/title/tt0099371/,Days of Thunder,,"['Tom Cruise', 'Robert Duvall', 'Randy Quaid', 'Nicole Kidman', 'Michael Rooker', 'John C. Reilly', 'Cary Elwes']",Ward Russell,"['June 27, 1990', '(', '1990-06-27', ')']",United States,English,Tony Scott,Paramount Pictures,"['Billy Weber', 'Chris Lebenzon']",Hans Zimmer,"['Don Simpson', 'Jerry Bruckheimer']",Don Simpson/Jerry Bruckheimer Productions,"['Robert Towne', 'Tom Cruise']",tt0099371,157900000,60000000,1990-06-27,108
